spoonacular_recipe_id,title,instructions,servings,ready_in_minutes,image_url,created_at,updated_at
647876,Indian-Style Eggs On Toast,"Toast the bread on both sides in a dry frying pan or under the grill and set aside.
Heat some oil in a frying pan. Saut the onions until caramelised. Add the tomatoes and cook until they soften. Sprinkle over the turmeric and continue cooking for another minute.
Break in the eggs and cook until required doneness. Stir in the coriander and salt and pepper to taste.
Top the toasts with an equal amount of egg and serve immediately.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/647876.jpg,2026-03-14 22:23:39.584653+00,2026-03-14 22:23:39.685+00
648303,Itty Bitty Burgers,"<ol><li>Preheat oven to 400 degrees.</li><li>In a medium bowl add 2 T of mustard and a generous pinch of salt to the ground beef. Using your hands, mix gently until everything is thoroughly combined.</li><li>Roll meat into very small balls, roughly 1 1/2 inches across and set on a rimmed cookie sheet. (I got 16 out of my batch.) Press each ball down gently to slightly flatten .</li><li>Bake for 10 minutes, remove and lay a small piece of cheese over each burger. Return to oven for 1-2 more minutes until cheese is melted and burgers are cooked through.</li><li>While the burgers are cooking, spread mustard on buns (if you like), and cut into 1-inch pieces. Prepare remaining ingredients and have everything ready when the burgers come out of the oven.</li><li>Assemble burgers on toothpicks by stabbing some bread (mustard side down), then lettuce, then tomato, then a burger, then the other piece of bread (mustard side up). When you put them on a serving dish, press everything down a bit -- that will help them stand up.</li></ol>",16,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648303.jpg,2026-03-14 22:24:26.760089+00,2026-03-14 22:24:26.864+00
648430,Jambalaya Soup,"<ol><li>In saucepan, bring broth, tomatoes, garlic, herbs and pepper to a boil. In 5- or 6-quart slow cooker, mix onion, celery, rice and sausage. Add broth. Tuck in drumsticks, meaty-sides down, to cover. Cover; cook on LOW 7 to 8 hours, or on HIGH 2 1/2 to 3 hours, until rice has softened and chicken is tender.</li><li>Uncover; turn to HIGH. Add shrimp and okra; cover. Simmer 5 minutes, until shrimp are cooked and okra is crisp-tender. Remove drumsticks; remove bones, if desired. Ladle soup into bowls; add chicken to each serving.</li><li>Stovetop Method: In 5- or 6-quart covered Dutch oven, simmer all ingredients except shrimp and okra, 1 hour and 10 minutes. Add shrimp and okra; simmer 5 to 8 minutes.</li><li>This recipe yields 8 servings.</li></ol>",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648430.jpg,2026-03-14 22:24:04.007848+00,2026-03-14 22:24:04.091+00
648439,Jamie's Guacamole,"Cut open avocado lengthwise cutting around the seed. Separate the two sides. With your knife, strike the seed with the blade and pull the seed out. Hollow out the two avocado halves with a spoon and place into a small mixing bowl. With a potato masher or fork, mash avocado. Dice up the onion and tomato to your liking. (I like them diced very finely.) Mix into avocado. Squeeze lime into mixture. Add salt and pepper to taste. For best results, allow to sit 10 minutes before serving. Serve alongside tortilla chips.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648439.jpg,2026-03-14 23:09:14.622588+00,2026-03-14 23:09:14.778+00
648462,Japanese Clear Soup,"<ol><li>1. In a large saucepan bring chicken stock to a boil. Stir in sherry and soy sauce. Reduce heat and simmer several minutes.</li><li>2. Arrange your choice of garnishes in small bowls to pass at the table.</li><li>Ladle broth into soup bowls and serve. </li><li>Microwave Version: 1. Place chicken stock in a deep 2-quart casserole. Microwave, uncovered, on 100%% power until stock boils, about 5 to 7 minutes.</li><li>2. Stir in sherry and soy sauce. Microwave on 30%% power 2 minutes.</li><li>3. Continue with step 2.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648462.jpg,2026-03-14 22:24:22.906722+00,2026-03-14 22:24:23.008+00
648479,Japanese Mabo Tofu With Eggplant,"Cook rice according to directions on package (I like to use Nishiki rice).
Slice eggplant lengthwise into 4 strips. Slice horizontally into quarters. Set aside.
In a pan over medium/high heat, add 2 tbsp oil, garlic, ginger, onions and half of the spring onions. Cook for 3 to 4 minutes, until onions are translucent.
Add ground beef and season with a bit of salt & pepper. When the meat is cooked, add to-ban-jan and stir.
Add sesame oil and eggplant and cook for 5 to 7 minutes, until the strips are soft and cooked through. Add tofu and delicately break it up while mixing it in.
Add sake, sugar, water, 4 tbsp soy sauce, stir and cook for a couple of minutes. Add the remaining 2 tbsp soy sauce and spring onions, stir and turn the heat off. Serve over rice.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648479.jpg,2026-03-14 23:20:14.661032+00,2026-03-14 23:20:14.8+00
648481,Japanese Noodle Soup,"<ol><li>In a saucepan bring the water to a boil with the kombu</li><li>Simmer the kombu for only 2 minutes, then discard.</li><li>Stir in the bonito flakes or Hon Dashi</li><li>Simmer, stirring for 3 minutes</li><li>Stir in the soy sauce, the mirin, and the sugar</li><li>Simmer the broth for 5 minutes</li><li>In a pot of water, cook the noodles till done, drain.</li><li>Add carrots and ginger to broth and simmer, covered, for 5 minutes</li><li>Stir in the spinach, noodles and tofu and simmer 1 minute</li><li>In small bowl, stir together 1/2 cup broth and miso</li><li>Pour miso back into pan of broth.</li><li>Ladle soup into bowls and sprinkle scallions on top.</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648481.jpg,2026-03-14 22:23:45.123562+00,2026-03-14 22:23:45.225+00
648483,Japanese Mushroom Noodle Soup,"Break noodles in half; cook according to package directions. Meanwhile, in large saucepan, heat chile oil over medium heat. Add mushrooms, garlic and ginger; cook 5 minutes, stirring occasionally. Add broth, mirin and soy sauce; bring to a boil. Simmer, uncovered, 10 minutes, stirring once.
Drain noodles, stir into soup. Stir in green onions and sesame oil. Ladle into shallow soup bowls.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648483.jpg,2026-03-14 23:07:13.997491+00,2026-03-14 23:07:14.147+00
648502,Japanese Steamed Sweetcorn Bun,"Sift flour and baking powder in a bowl. Set aside. At the same time, preheat a steamer/wok filled with water till boiling point.
Using a balloon whisk beat egg and sugar together till foamy and pale in colour before adding in oil and stir till combined.
Next divide the sifted flour into two batches, stir in alternately with water to form a smooth batter.
Lastly stir in 2/3 of the sweetcorn kernels and reserve the rest as toppings.
Spoon the cake batter evenly into 4 prepared foil/ramekins cups that are lined with paper liners.
Place the cups in the steamer/wok(with boiling water in it), cover and steam over high heat for about 12 - 15 minutes(depending on the size) or until a skewer inserted into one of the buns comes out clean.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648502.jpg,2026-03-14 23:16:05.760623+00,2026-03-14 23:16:05.896+00
648504,Japanese Style Curry,"<ol><li>Whisk the curry powder into 1 cup cold water in a small bowl and set aside.</li><li>Heat the oil in a large pot over medium-high heat. Add the onions and salt and saute, stirring occasionally, until the onions are translucent, about 8 minutes.</li><li>Add the mushrooms and saute until they begin to soften, about 2 minutes. Stir in the potatoes and saute for 1 minute more. Add 4 cups cold water and the curry mixture and bring to a boil. Reduce the heat to low, cover and simmer, stirring occasionally, until the potatoes can easily be pierced with a fork, about 20 minutes.</li><li>Whisk the cornstarch or potato starch with the tamari and 2 tablespoons cold water in a small bowl. Add to the curry and stir gently until the sauce thickens.</li><li>Gently stir in the tofu, if using, and the peas and cook until heated through, 5 to 10 minutes. Taste and adjust the seasonings with additional curry powder, salt and-or tamari, if desired. If you like, serve with small bowls of raisins and walnuts on the side.</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648504.jpg,2026-03-14 23:15:59.494301+00,2026-03-14 23:15:59.624+00
648587,Jewish Mandlebrot,"<ol><li>1. In medium bowl, combine eggs and 1 cup each sugar and salad oil. Beat until well combined.</li><li>2. Sift flour with baking powder into very large bowl.</li><li>3. Make a well in the center; pour in egg mixture. Stir around the bowl using a wooden spoon, until well blended.</li><li>4. Turn dough out onto lightly floured pastry cloth. With flour knead until smooth, about 5 minutes.</li><li>5. Preheat oven to 350 degrees. Grease lightly roasting pans or cookie sheets. In small bowl mix together filling (nuts, sugar, cinnamon and raisins).</li><li>6. Divide dough into 5 equal parts.</li><li>7. Roll each into 10x12 rectangle. Roll out on oiled surface.</li><li>8. Brush lightly with tsp. oil. Spread 5 tbsp. preserves; sprinkle 1/2 cup mixture evenly around. From long side, roll as for jelly roll; pinch each end.</li><li>9. Place 5 loaves in pans 1/2 inch apart. Put seam side up. Bake 45-50 minutes or until golden brown.</li><li>10. Remove to wire rack; cool 10 minutes before removing from pan. Cool completely. Cut into 12 diagonal slices. If desired, sprinkle with confectioners' sugar..</li><li>11. Store covered in cool, dry place. Mellows with age.</li></ol>",12,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648587.jpg,2026-03-14 23:18:38.391667+00,2026-03-14 23:18:38.527+00
648608,Jojo's Potato Pancakes,"<ol><li>As you grate your potatoes have a large bowl of ice water ready to put then in so that they do not brown.</li><li>Add all other ingredients to another bowl without mixing.  Drain potatoes well and then place on either a thin towel or cheese cloth and squeeze as much of the liquid out as possible, then add to the rest of the ingredients and mix.  Use your hands to bring mixture together and make into small flat pancakes.  If the mixture is too wet and will not form then add a bit more flour.     Add 1 or 2 tablespoons of olive oil to a very hot frying pan and fry one side of the pancake until crispy and brown.  Flip and cook the other side.   Serve these hot with apple sauce or sour cream.</li></ol>",16,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648608.jpg,2026-03-14 23:21:19.474062+00,2026-03-14 23:21:19.624+00
648615,Jordanian Mansaf,"<ol><li>IN A LARGE POT BEFORE TURNING ON HEAT MIX IN ALL YOGuRT</li><li>ON HIGH HEAT BRING YOGuRT (Or Jameed) TO A BOIL. (VERY IMPORTANT) MAKE SURE WHILE BRINGING YOGuRT TO BOIL, YOU ARE CONSTANTLY STIRRING YOGART WITH A WOODEN LADLE ONE WAY ONLY. SO IF YOU STARTED STIRRING TO THE LEFT YOU MUST KEEP STIRRING THAT WAY UNTIL YOGurT STARTS TO BOIL.</li><li>ONCE YOGuRT BOILS TURN HEAT OFF.</li><li>IN ANOTHER POT COVER lamb shanks or CUT UP LAMB (WITH BONES) WITH WATER.</li><li>ADD 1/4 OF AN ONION.</li><li>BOIL UNTIL LAMB IS TENDER.</li><li>REMOVE LAMB AND STRAIN WATER (LAMB BROTH) TO REMOVE ANY SMALL PARTICALS.</li><li>ADD ABOUT 2-3 CUPS OF THE WATER (LAMB BROTH ) TO THE POT OF COOKED YOGART.</li><li>Add salt to taste and if not tart enough you may add juice from about 1/2 a lemon.</li><li>Add lamb meat to the yogart and broth mixture (make sure to remove the onion)and let boil one more time.</li><li>Cook rice with 1 cup of butter</li><li>Brown almonds and pine nuts in remaining butter.</li><li>Once rice is cooked remove it from pot and place it in a large round platter, then spread half of the nuts on top of rice, then place lamb meat over rice and nuts, then spread remaining nuts over entire platter</li><li>Place the cooked yogurt in a large serving bowl</li><li>When serving put Arabic bread and wet it with some yogurt, then add rice and meat in individual plates and spread cooked yogurt and slivered nuts over it.</li><li>Enjoy</li></ol>",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648615.jpg,2026-03-14 22:24:41.372221+00,2026-03-14 22:24:41.471+00
648715,Kale Bruschetta,"<ol><li>Clean kale, by removing the tough stems.</li><li>Wash off and boil in salted water until tender</li><li>Drain well</li><li>Chop</li><li>Saute in olive oil with sliced garlic</li><li>Toast bread</li><li>Rub with raw garlic clove</li><li>Top with hot kale</li><li>Sprinkle with salt</li><li>Drizzle with Extra Virgin Olive Oil</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648715.jpg,2026-03-14 22:23:27.802083+00,2026-03-14 22:23:27.893+00
648729,Kale With Red Onion,"In a cast iron pan, over medium low heat, heat olive oil, garlic and onion until vegetables are soft
Add washed, chopped kale (keeping water clinging to leaves to create steam)
Cover immediately and allow to steam for 3-5 minutes
Remove cover, stir and turn off heat
Serve with Balsamic vinegar",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648729.jpg,2026-03-14 22:24:01.002092+00,2026-03-14 22:24:01.09+00
648742,Kappa Maki,"<ol><li>Put a half-size nori on top of a bamboo mat (makisu). Spread a half cup of sushi rice on top. Place cucumber sticks lengthwise on the rice.</li><li>Roll up the bamboo mat, pressing forward to shape the sushi into a cylinder. Press the bamboo mat firmly with hands.</li><li>Unwrap the bamboo mat. Cut the sushi roll into bite-size pieces.</li></ol>",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648742.jpg,2026-03-14 22:22:32.042478+00,2026-03-14 22:22:32.106+00
648749,Kare Katsu,"<ol><li>Cook pork in a pan with oil; set aside</li><li>Saute onions until they soften; add pork and 1/2 cup of water and let simmer.</li><li>Add potatoes, carrots and curry.</li><li>Stir to dissolve the curry, lower heat, and bring to boil; cook until potatoes and carrots are tender.</li><li>Serve over rice.</li></ol>",12,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648749.jpg,2026-03-14 22:22:36.839124+00,2026-03-14 22:22:36.925+00
648822,Kerabu Rice (Rice Salad),"<ol><li>To prepare the rice:</li><li>Wash rice in water and cook in rice cooker with all the ingredients mentioned in part A above. As a guide, the level of coconut milk should be measured one finger joint above the rice.</li><li>Using the ingredients mentioned in part B above, the combination and herbs and vegetables can be topped over the cooked rice.</li><li>Top the salad with fish sauce.</li></ol>",12,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648822.jpg,2026-03-14 22:24:36.682782+00,2026-03-14 22:24:36.784+00
648875,Kickin’ Vegan Quesadillas,"Heat non-stick skillet.
Mix vegetarian refried beans, cumin and fresh cilantro.
Spread bean mixture over half of each tortilla.
Place the Rice Vegan slices over the beans, then cover with salsa.
Add fresh vegetables such as sliced bell peppers, mushrooms, asparagus and squash as desired.
Fold bottom half on top.
Heat in non-stick skillet on both sides until golden brown and slices are melted.
Cut each tortilla into 4 wedges and serve each person 2 wedges.",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/648875.jpg,2026-03-14 23:17:11.952546+00,2026-03-14 23:17:12.088+00
649031,Korean Bibimbab (Rice w Vegetables & Beef),"<ol><li>1.Cook rice according to package directions.</li><li>2.Cut vegetables into matchstick pieces and set aside for sauteing.</li><li>3.In a large non-stick pan/skillet, bring 2 cups water to a boil. Add spinach and cook, stirring constantly until wilted; drain. When cool enough to handle, squeeze spinach dry into a ball.</li><li>4.Wipe out skillet; heat 1 tsp olive oil over medium-high. Add carrots and cook until soft, 3 minutes. Add garlic and cook until fragrant or semi-browned, 1 minute. Add cucumber slices mixed with gochugaru (red pepper flakes). Combine spinach and soy sauce; set aside until serving.</li><li>5.Add thinly sliced beef to non-stick pan and heat until browned. Wipe down with napkin.</li><li>6.Heat 1 tsp olive oil in non-stick pan over medium-high. Add eggs and cook until whites are set and yolks are still runny, about 5 minutes.</li><li>7.Divide rice among four bowls; top with vegetables and eggs. Drizzle each with sesame oil, sprinkle with sesame seeds. Top with gochujang (red pepper paste) or Sriracha sauce as substitute.</li><li>*Bibimbab and its main ingredients (usually rice and vegetables) can be chosen at one's preference. This is the main reason why bibimbab is so appealing; it suits vegetarians, dieters, health-conscience eaters, and even meat-lovers, who are more than welcome to add beef to their liking. For us, since we usually have rice available to eat at all times, we simply slice up any available vegetables or lettuce leaf varieties in the fridge for an ""instant"" and very satisfying bibimbab meal. So feel free to deviate from the original recipe!</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649031.jpg,2026-03-14 23:06:10.451876+00,2026-03-14 23:06:10.588+00
649073,Korean Saewoo Bokkeumbap (Shrimp Fried Rice),"1.In a skillet or non-stick frying pan, heat 1 tbsp olive oil and stir fry the ""hard"" vegetables first--diced bell peppers and carrots, 5 minutes. Next add the diced onions, corn, and shrimp to the pan, another 5 minutes. If there is excess water/liquid, discard carefully and set aside on lowest heat setting. Optional: Cooking each ingredient separately (pepper, carrot / garlic, onion / shrimp) to ensure that they cook consistently is perfectly fine, but it will add another 5~10 minutes to your cooking time.
2. In another pan or skillet, scramble 2 eggs in generous amount of oil. When finished, add eggs to the main skillet with other ingredients. Optional: Prepare 4 sunny-side up eggs for the topping/garnish.
3. On low heat, add cooled rice, butter, soy sauce and oyster sauce and mix thoroughly with spoon (wooden works best). Make sure to coat sauce on rice and rest of ingredients well; this will take a few minutes and some hand/wrist strength from continuous mixing.
4. Plate the fried rice topped with a sunny-side up egg. If wanting a semi-round shape (see pic above), stuff fried rice in a round bowl pressing down firmly. Set the bowl upside down on a plate; the fried rice should sit upright in a round shape. Enjoy with kimchi and other banchan (side dishes).
*Some people like to stir fry the ingredients separately because they cook at different times. For fried rice, this can be skipped since the main point is to get them slightly tender; this means cooking the harder veggies (carrots) first and adding the softer ones (onions) later. This will save you valuable minutes in cooking time and the hassle of washing unnecessary, extra dishes.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649073.jpg,2026-03-14 22:22:37.558541+00,2026-03-14 22:22:37.654+00
649175,Laksa Lemak,"""Rau ram"" has a strong, soapy flavor, but without it, this soupy noodle dish from Singapore would lose its unique taste. The recipe is
Place shrimp and water in saucepan. Bring to boil, reduce heat, simmer 2 minutes and strain. Reserve liquid for use in Laksa Gravy.
Peel shrimp and devein.
Prepare Laksa Gravy. Cook noodles in boiling water 3 minutes. Place some noodles in each individual serving bowl. Place some bean sprouts on top, then add Laksa Gravy. Garnish with shrimp, rau ram and cucumber.",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649175.jpg,2026-03-14 22:23:05.596703+00,2026-03-14 22:23:05.7+00
649182,Lamb and Bacon Burgers,"<ol><li>In a large bowl, mix together the lamb, breadcrumbs, onion, oregano, bacon and salt and pepper. Bind together with the egg.</li><li>Divide the mixture into 6, roll into balls and flatten with the palm of your hand. Chill in the refrigerator for 30 minutes.</li><li>Place the burgers on a preheated grill and cook for 5-6 minutes each side, or until cooked to your preferred doneness.</li><li>Serve each burger in a warm toasted roll filled with a lettuce and tomato garnish.</li></ol>",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649182.jpg,2026-03-14 22:24:24.376267+00,2026-03-14 22:24:24.469+00
649186,Lamb and Mushroom Stew,"<ol><li>In a 6-quart pressure cooker over high heat, frequently stir lamb until browned, about 15 minutes. With a slotted spoon, transfer lamb to a bowl.</li><li>Meanwhile, rinse common mushrooms, trim stem ends, and quarter mushrooms. Rinse shiitakes, discard stems, and slice caps.</li><li>In cooker, stir common mushrooms, shiitakes, onions, carrots, garlic, and pancetta until onions are lightly browned, about 10 minutes. Add lamb and juices, wine, basil, rosemary, and cloves.</li><li>Seal cooker. Following manufacturer's instructions, bring to maximum pressure (15 pounds); adjust heat to stabilize cooking rate. Cook 20 minutes. Release pressure quickly, running cold water over pan.</li><li>Open pan. If desired, discard cloves. Add peas to pan. Mix cornstarch with 2 tablespoons water and stir into mixture, then stir stew over high heat until boiling. Season to taste with salt and pepper.</li><li>Serve with mashed potatoes or cooked rice.</li><li>This recipe yields 6 servings.</li></ol>",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649186.jpg,2026-03-14 22:24:10.591564+00,2026-03-14 22:24:10.686+00
649229,Lamb Pie,"<ol><li>Use a pan with an airtight lid. Put a little oil and seasoning along with the carrot, onion and leek, saute this then place lid firmly, lower heat to allow cooking . Add to diced potatoes last. Do the same to the lamb, adding pre-mixed stock, seal lid to cook.</li><li>In an ovenproof dish, first put a layer of the cooked vegetables, then a layer of the lamb, first straining any excess fatty liquid, build this up to fill. Cut pastry to size, glaze with a beaten egg if a crispy finish is preferred. Cook for 30 to 35 minutes or until golden.</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649229.jpg,2026-03-14 22:24:34.480125+00,2026-03-14 22:24:34.58+00
649271,Lasagna - Using Uncooked Noodles,"<ol><li>Brown meat (drain). Mix meat and sauce; bring to a boil, simmer 5 minutes. Layer sauce, uncooked noodles, mushrooms and cheese until pan is filled. Bake in 325 degree oven for 1 hour and 20 minutes.</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649271.jpg,2026-03-14 22:24:35.166306+00,2026-03-14 22:24:35.265+00
649307,"Laura Calder's Halibut With Brown Butter, Crushed Chickpeas With Olives and Roasted Cumin Carrots","For the halibut: Melt the butter and cook until lightly brown and foaming. Add a squeeze of lemon juice, and set aside.
Heat the oil in a frying pan. Season the fish on both sides, lay in the pan and fry four minutes. Flip, and cover to finish, four to six minutes. Serve with some brown butter dribbled over.
Spoon a small pile of the crushed chickpeas and olives on the plate. Add the fish to the plate and top with roasted carrots.
For the carrots:Heat oven to 400F/200C. Slice the carrots lengthwise, leaving a bit of green top attached, for looks. Toss on a baking sheet with the olive oil, crushed cumin seed, salt and pepper.
Roast until tender and golden-edged, about 30 minutes, depending on their size. They should be slightly crinkly and golden-edged.
For the chick peas: Soak the chick peas in a bowl of cold water over night. Drain and rinse, then put in a pot with the onion and bay leaf. Cover, just, with water. Bring to a simmer and cook, covered, until very tender, about 45 minutes. Drain, discarding the onion and bay leaf.
Heat the oil in a saut pan and gently fry the garlic, 30 seconds. Add the chickpeas, salt, and pepper, to heat through. Crush a bit, here and there, with a potato masher, leaving some chick peas whole.
Remove from the heat and stir in the olives, parsley, and lemon zest. Add lemon juice to taste. Drizzle with extra virgin olive oil, and serve as a base for fish or chicken.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649307.jpg,2026-03-14 23:16:15.986126+00,2026-03-14 23:16:16.126+00
649395,Lean Shepherd's Pie,"<ol><li>Brown ground beef with onion</li><li>Cook potatoes in water till soft, drain</li><li>Mash potatoes, add chicken broth as needed to make smooth mashed potatoes</li><li>Spread browned ground beef in bottom of 8x11 Pyrex dish</li><li>Spread mashed potatoes over beef layer</li><li>Spead corn kernels over mashed potato layer</li><li>Sprinkle grated cheese over corn layer</li><li>Bake at 350 for 25-30 minutes or until heated through and cheese is melted</li><li>When the pie comes out of the oven, lightly dust the top with a little pepper if desired.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649395.jpg,2026-03-14 22:24:29.745097+00,2026-03-14 22:24:29.841+00
649405,Lebanese Lentil Soup,"<ol><li>Heat lentils, ham bone, and water in large saucepan to boiling. Reduce heat. Skim the excess; skim off the top as it forms. Simmer, uncovered, 45 minutes. Heat oil in large skillet over medium heat until hot. Add spinach, onion, garlic, and coriander seed; saute until the spinach is wilted. Add rice and the spinach mixture to lentils. Simmer, uncovered, until lentils and onions are tender, 15-20 minutes.</li><li>Remove ham bone, pull ham from bone, chop the meat and stir into the soup. Add more water, if needed, to thin the soup. Stir in the lemon juice, salt and pepper to taste. Makes 6 (1 cup) servings.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649405.jpg,2026-03-14 22:23:57.920616+00,2026-03-14 22:23:58.017+00
649415,Lebanese Stuffed Grape Leaves,"<ol><li>Put the rice in a colander and rinse 3 times with cold water. Combine the salt, pepper, allspice and cinnamon and sprinkle over rice, stirring to mix well. Add butter and lamb to rice and mix well. Place grape leaves in a large bowl and cover with boiling water to soften. Remove and drain in colander. Cool. To stuff leaves, place a ts of the rice and meat mixture on each leaf. Beginning at the stem end, roll the leaf up over the filling, folding the sides of the leaf in, halfway toward the center, so the leaf is a nicely tucked, tight little package by the time you reach the tip. Repeat with remaining leaves and filling. Cover the b</li><li>Add water to the pan, bring to a boil, reduce heat and simmer on low for about 35 minutes, or until stuffed grape leaves are tender.</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649415.jpg,2026-03-14 22:22:40.044563+00,2026-03-14 22:22:40.136+00
649476,"Lemon ""Cream"" With Fresh Raspberries","Combine 3 tsp (1 tbsp) of the lemon zest, lemon juice, 1/2 cup agave nectar, and tofu in a blender. Puree until smooth, scraping down sides of blender with rubber spatula as necessary.
In a small bowl, mash 1 cup of the raspberries with the remaining 2 teaspoons agave nectar. Gently mix in the remaining raspberries.
Divide 2/3 of the lemon cream evenly among four bowls or serving glasses. Spoon raspberry mixture over cream, then top with the remaining 1/3 of the cream and sprinkle with remaining 1 tsp lemon zest.
I used Jah-Yuhn nah lah Silken tofu brand  sold at Korean markets",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649476.jpg,2026-03-14 22:23:38.766223+00,2026-03-14 22:23:38.85+00
649733,Lemon Pilaf Chicken,"<ol><li>In large skillet bring 2 cups water, olive oil, lemon juice and spice sack to a boil. Stir in chicken and rice pilaf. Reduce heat and simmer for 10 minutes. Add broccoli and grated lemon peel. Simmer for 8 to 10 minutes, or until all water is absorbed.</li><li>NOTES : For a colorful twist, substitute Near East Chicken Flavor Pilaf.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649733.jpg,2026-03-14 22:22:48.199248+00,2026-03-14 22:22:48.299+00
649882,Lemony Brown Rice With Baby Spinach,<ol><li>Cook rice as directed.</li><li>Add spinach and green onions while rice is still hot. (Spinach will wilt.)</li><li>Add remaining ingredients.</li><li>Stir to combine.</li></ol>,6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649882.jpg,2026-03-14 23:20:57.644951+00,2026-03-14 23:20:57.795+00
649908,Lentil Apricot Soup With Roasted Kale,"Pre-heat the oven to 350 degrees (for the kale). Meanwhile, fill a pot with approximately 3-4 cups of water and let boil. While that is boiling, chop up the onions and garlic and add it to the pot, along with the bay leaves. Cover the pot and start the kale prep. Pull 2-3 stalks of kale off the bunch and place them on a piece of aluminum foil or a baking sheet/pan. Add the olive oil, salt and pepper to the kale, cover and let cook in the oven for 15 minutes (or until soft) checking on it periodically.  Rinse off the lentils and add them to the pot, along with the celery, carrots, cumin, salt, and pepper and let cook for 20 minutes. While cooking, cut up the apricots it teeny tiny squares. This part took a little longer than I anticipated and I probably could have had even s",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649908.jpg,2026-03-14 23:16:09.618988+00,2026-03-14 23:16:09.759+00
649985,Light and Chunky Chicken Soup,"<ol><li>Place the chicken in a pot and add enough water to cover the chicken. Three quarters of the pot full.</li><li>Add the onion, carrot bits, salt pepper, rosemary, basil.</li><li>Bring to the boil and allow to simmer until the chicken starts to pull away from the bone.</li><li>Remove the chicken from the pot and let it cool. Strip the meat off in tiny bite sized pieces.</li><li>In the meantime, add the cup of rice to the stock and let it simmer for another 10 - 15 minutes. The rice must be well cooked.</li><li>Add the celery and the chicken to the soup.</li><li>Allow to simmer for another 10 minutes.</li><li>Garnish with parsley.</li><li>Ready to serve with some crispy hot bread or croutons on the side.</li></ol>",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/649985.jpg,2026-03-14 22:22:32.931704+00,2026-03-14 22:22:33.024+00
